Type,Word,Prior Polarity
strongsubj,insulting,negative
strongsubj,insulting,negative
strongsubj,insultingly,negative
strongsubj,insupportable,negative
strongsubj,insupportably,negative
weaksubj,insurmountable,negative
weaksubj,insurmountably,negative
weaksubj,insurrection,negative
weaksubj,insurrection,negative
weaksubj,intact,positive
weaksubj,integral,positive
strongsubj,integrity,positive
strongsubj,intelligent,positive
weaksubj,intelligence,positive
strongsubj,intelligible,positive
weaksubj,intend,neutral
weaksubj,intense,neutral
weaksubj,intense,neutral
weaksubj,intensive,neutral
weaksubj,intensively,neutral
weaksubj,intent,neutral
weaksubj,intent,neutral
weaksubj,intention,neutral
weaksubj,intention,neutral
weaksubj,intentions,neutral
weaksubj,intentions,neutral
weaksubj,intents,neutral
weaksubj,intents,neutral
weaksubj,intercede,positive
weaksubj,interest,positive
weaksubj,interest,positive
weaksubj,interest,positive
weaksubj,interested,positive
strongsubj,interesting,positive
weaksubj,interests,positive
weaksubj,interests,positive
weaksubj,interfere,negative
weaksubj,interference,negative
weaksubj,interference,negative
weaksubj,intermittent,negative
weaksubj,interrupt,negative
weaksubj,interruption,negative
strongsubj,intimacy,positive
strongsubj,intimacy,positive
weaksubj,intimate,positive
strongsubj,intimate,neutral
weaksubj,intimidate,negative
strongsubj,intimidating,negative
strongsubj,intimidatingly,negative
weaksubj,intimidation,negative
weaksubj,intimidation,negative
strongsubj,intolerable,negative
strongsubj,intolerablely,negative
strongsubj,intolerance,negative
strongsubj,intolerance,negative
strongsubj,intolerant,negative
weaksubj,intoxicate,negative
weaksubj,intractable,negative
strongsubj,intransigence,negative
strongsubj,intransigence,negative
strongsubj,intransigent,negative
weaksubj,intricate,positive
strongsubj,intrigue,positive
strongsubj,intrigue,positive
weaksubj,intrigue,neutral
strongsubj,intriguing,positive
strongsubj,intriguing,positive
strongsubj,intriguingly,positive
strongsubj,intrude,negative
weaksubj,intrusion,negative
strongsubj,intrusive,negative
strongsubj,intuitive,positive
strongsubj,inundate,negative
strongsubj,inundated,negative
weaksubj,invader,negative
weaksubj,invader,negative
strongsubj,invalid,negative
strongsubj,invalidate,negative
strongsubj,invalidity,negative
strongsubj,invaluable,positive
strongsubj,invaluablely,positive
weaksubj,invasive,negative
strongsubj,invective,negative
strongsubj,inveigle,negative
weaksubj,inventive,positive
strongsubj,invidious,negative
strongsubj,invidiously,negative
strongsubj,invidiousness,negative
weaksubj,invigorate,positive
strongsubj,invigorating,positive
strongsubj,invincibility,positive
strongsubj,invincible,positive
strongsubj,inviolable,positive
strongsubj,inviolate,positive
weaksubj,invisible,neutral
strongsubj,invulnerable,positive
weaksubj,involuntarily,negative
weaksubj,involuntary,negative
strongsubj,irate,negative
strongsubj,irately,negative
strongsubj,ire,negative
strongsubj,irk,negative
strongsubj,irksome,negative
strongsubj,ironic,negative
strongsubj,ironies,negative
strongsubj,ironies,negative
strongsubj,irony,negative
strongsubj,irrational,negative
strongsubj,irrationality,negative
strongsubj,irrationally,negative
strongsubj,irreconcilable,negative
strongsubj,irredeemable,negative
strongsubj,irredeemably,negative
strongsubj,irreformable,negative
strongsubj,irrefutable,positive
strongsubj,irrefutably,positive
strongsubj,irregardless,neutral
weaksubj,irregular,negative
weaksubj,irregularity,negative
strongsubj,irrelevance,negative
strongsubj,irrelevant,negative
strongsubj,irreparable,negative
strongsubj,irreplacible,negative
strongsubj,irrepressible,negative
strongsubj,irreproachable,positive
strongsubj,irresistible,positive
strongsubj,irresistibly,positive
strongsubj,irresolute,negative
weaksubj,irresolvable,negative
strongsubj,irresponsible,negative
strongsubj,irresponsibly,negative
weaksubj,irretrievable,negative
strongsubj,irreverence,negative
strongsubj,irreverent,negative
strongsubj,irreverently,negative
strongsubj,irreversible,negative
strongsubj,irreversible,negative
strongsubj,irritable,negative
strongsubj,irritably,negative
weaksubj,irritant,negative
strongsubj,irritate,negative
strongsubj,irritated,negative
strongsubj,irritating,negative
strongsubj,irritation,negative
strongsubj,irritation,negative
weaksubj,isolate,negative
weaksubj,isolated,negative
weaksubj,isolation,negative
strongsubj,itch,negative
strongsubj,jabber,negative
strongsubj,jaded,negative
weaksubj,jam,negative
weaksubj,jar,negative
strongsubj,jaundiced,negative
strongsubj,jauntily,positive
strongsubj,jaunty,positive
strongsubj,jealous,negative
strongsubj,jealously,negative
strongsubj,jealousness,negative
strongsubj,jealousy,negative
strongsubj,jeer,negative
strongsubj,jeer,negative
strongsubj,jeering,negative
strongsubj,jeeringly,negative
strongsubj,jeers,negative
strongsubj,jeopardize,negative
strongsubj,jeopardy,negative
strongsubj,jerk,negative
strongsubj,jest,positive
strongsubj,jittery,negative
weaksubj,jobless,negative
strongsubj,joke,positive
strongsubj,joke,positive
strongsubj,joker,negative
weaksubj,jollify,positive
strongsubj,jolly,positive
weaksubj,jolt,negative
strongsubj,jovial,positive
strongsubj,joy,positive
strongsubj,joyful,positive
strongsubj,joyfully,positive
strongsubj,joyless,positive
strongsubj,joyous,positive
strongsubj,joyously,positive
strongsubj,jubilant,positive
strongsubj,jubilantly,positive
strongsubj,jubilate,positive
strongsubj,jubilation,positive
strongsubj,jubilation,positive
weaksubj,judgement,neutral
weaksubj,judgement,neutral
weaksubj,judgements,neutral
weaksubj,judgements,neutral
strongsubj,judicious,positive
weaksubj,judgment,neutral
weaksubj,judgment,neutral
weaksubj,judgments,neutral
weaksubj,judgments,neutral
weaksubj,jumpy,negative
weaksubj,junk,negative
weaksubj,junky,negative
strongsubj,just,positive
weaksubj,just,positive
weaksubj,just,positive
weaksubj,justice,positive
weaksubj,justice,positive
strongsubj,justifiable,positive
strongsubj,justifiably,positive
strongsubj,justification,positive
strongsubj,justify,positive
strongsubj,justly,positive
weaksubj,juvenile,negative
strongsubj,kaput,negative
strongsubj,keen,positive
strongsubj,keen,negative
strongsubj,keen,negative
strongsubj,keenly,positive
strongsubj,keenness,positive
strongsubj,keenness,positive
strongsubj,kemp,positive
weaksubj,key,neutral
strongsubj,kick,negative
strongsubj,kick,negative
strongsubj,kid,positive
weaksubj,kill,negative
weaksubj,killer,negative
weaksubj,killer,negative
strongsubj,killjoy,negative
strongsubj,kind,positive
strongsubj,kindly,positive
strongsubj,kindliness,positive
strongsubj,kindness,positive
strongsubj,kingmaker,positive
weaksubj,kiss,positive
weaksubj,kiss,positive
strongsubj,knave,negative
weaksubj,knife,negative
weaksubj,knock,negative
weaksubj,knock,negative
strongsubj,knew,neutral
strongsubj,know,neutral
strongsubj,knowing,neutral
strongsubj,knowingly,neutral
strongsubj,knowledge,neutral
strongsubj,knowledgeable,positive
strongsubj,kook,negative
strongsubj,kooky,negative
strongsubj,lack,negative
strongsubj,lack,negative
strongsubj,lackadaisical,negative
strongsubj,lackey,negative
strongsubj,lackeys,negative
strongsubj,lackeys,negative
strongsubj,lacking,negative
strongsubj,lackluster,negative
strongsubj,laconic,negative
weaksubj,lag,negative
strongsubj,lambast,negative
strongsubj,lambaste,negative
weaksubj,lame,negative
strongsubj,lame-duck,negative
strongsubj,lament,negative
strongsubj,lamentable,negative
strongsubj,lamentably,negative
strongsubj,languid,negative
strongsubj,languish,negative
weaksubj,lanky,negative
strongsubj,languor,negative
strongsubj,languorous,negative
strongsubj,languorously,negative
weaksubj,large,neutral
weaksubj,large-scale,neutral
weaksubj,lapse,negative
weaksubj,large,positive
weaksubj,large,positive
weaksubj,largely,neutral
strongsubj,lark,positive
strongsubj,lascivious,negative
strongsubj,last-ditch,negative
strongsubj,last-ditch,negative
strongsubj,lastly,neutral
strongsubj,laud,positive
strongsubj,laudable,positive
strongsubj,laudably,positive
strongsubj,laugh,negative
strongsubj,laugh,negative
strongsubj,laughable,negative
strongsubj,laughably,negative
strongsubj,laughingstock,negative
strongsubj,laughter,negative
strongsubj,lavish,positive
strongsubj,lavish,positive
strongsubj,lavishly,positive
strongsubj,law-abiding,positive
strongsubj,lawbreaker,negative
strongsubj,lawbreaking,negative
weaksubj,lawful,positive
weaksubj,lawfully,positive
strongsubj,lawless,negative
strongsubj,lawlessness,negative
strongsubj,lawlessness,negative
strongsubj,lax,negative
strongsubj,lax,negative
strongsubj,lazy,negative
weaksubj,leading,positive
weaksubj,leak,negative
weaksubj,leakage,negative
weaksubj,leaky,negative
weaksubj,lean,positive
weaksubj,lean,positive
weaksubj,learn,neutral
weaksubj,learning,positive
weaksubj,learned,positive
weaksubj,least,negative
strongsubj,lech,negative
strongsubj,lecher,negative
strongsubj,lecher,negative
strongsubj,lecherous,negative
strongsubj,lechery,negative
weaksubj,lecture,negative
weaksubj,lecture,negative
strongsubj,leech,negative
strongsubj,leech,negative
strongsubj,leech,negative
strongsubj,leer,negative
strongsubj,leer,negative
strongsubj,leery,negative
strongsubj,left-leaning,negative
weaksubj,legacy,neutral
weaksubj,legacies,neutral
weaksubj,legacies,neutral
weaksubj,legalistic,neutral
weaksubj,legalistic,neutral
weaksubj,legendary,positive
weaksubj,legitimacy,positive
weaksubj,legitimate,positive
weaksubj,legitimately,positive
weaksubj,lenient,positive
weaksubj,leniently,positive
weaksubj,less,negative
weaksubj,less-developed,negative
weaksubj,less-expensive,positive
weaksubj,lessen,negative
weaksubj,lesser,negative
weaksubj,lesser-known,negative
strongsubj,letch,negative
weaksubj,lethal,negative
weaksubj,lethargic,negative
weaksubj,lethargy,negative
weaksubj,leverage,positive
weaksubj,leverage,positive
strongsubj,levity,positive
strongsubj,lewd,negative
strongsubj,lewdly,negative
strongsubj,lewdness,negative
weaksubj,liable,negative
strongsubj,liability,negative
strongsubj,liability,negative
strongsubj,liar,negative
strongsubj,liar,negative
strongsubj,liars,negative
strongsubj,liars,negative
weaksubj,liberal,positive
weaksubj,liberation,positive
weaksubj,liberation,positive
weaksubj,liberalism,positive
weaksubj,liberally,positive
strongsubj,liberate,positive
strongsubj,liberty,positive
strongsubj,licentious,negative
strongsubj,licentiously,negative
strongsubj,licentiousness,negative
strongsubj,lie,negative
strongsubj,lie,negative
weaksubj,lie,negative
strongsubj,lier,negative
strongsubj,lies,negative
strongsubj,lies,negative
weaksubj,life-threatening,negative
strongsubj,lifeblood,positive
weaksubj,lifeless,negative
weaksubj,lifelong,positive
weaksubj,light,positive
weaksubj,light,positive
strongsubj,light-hearted,positive
weaksubj,lighten,positive
strongsubj,likable,positive
strongsubj,like,positive
weaksubj,likelihood,neutral
weaksubj,likelihood,neutral
weaksubj,likely,neutral
strongsubj,liking,positive
strongsubj,likewise,neutral
weaksubj,limit,negative
weaksubj,limit,negative
weaksubj,limitation,negative
weaksubj,limited,negative
strongsubj,limitless,neutral
strongsubj,limitless,neutral
strongsubj,limp,negative
strongsubj,lionhearted,positive
strongsubj,listless,negative
weaksubj,literate,positive
strongsubj,litigious,negative
strongsubj,little,negative
strongsubj,little-known,negative
weaksubj,live,positive
strongsubj,lively,positive
strongsubj,livid,negative
strongsubj,lividly,negative
strongsubj,loath,negative
strongsubj,loathe,negative
strongsubj,loathe,negative
strongsubj,loathing,negative
strongsubj,loathly,negative
strongsubj,loathsome,negative
strongsubj,loathsomely,negative
strongsubj,lofty,positive
weaksubj,logical,positive
strongsubj,lone,negative
strongsubj,lone,negative
strongsubj,loneliness,negative
strongsubj,lonely,negative
strongsubj,lonesome,negative
strongsubj,long,negative
strongsubj,longing,negative
strongsubj,longingly,negative
weaksubj,look,neutral
weaksubj,looking,neutral
strongsubj,loophole,negative
strongsubj,loopholes,negative
strongsubj,loopholes,negative
strongsubj,loot,negative
strongsubj,lorn,negative
strongsubj,losing,negative
strongsubj,losing,negative
weaksubj,lose,negative
weaksubj,loser,negative
weaksubj,loss,negative
weaksubj,lost,negative
strongsubj,lousy,negative
strongsubj,lovable,positive
strongsubj,lovably,positive
strongsubj,love,positive
strongsubj,love,positive
strongsubj,loveless,negative
strongsubj,loveliness,positive
strongsubj,lovelorn,negative
strongsubj,lover,positive
strongsubj,lovely,positive
strongsubj,lovely,positive
weaksubj,low,negative
weaksubj,low-cost,positive
strongsubj,low-rated,negative
weaksubj,low-risk,positive
weaksubj,lower-priced,positive
strongsubj,lowly,negative
weaksubj,loyal,positive
strongsubj,loyalty,positive
strongsubj,loyalty,positive
strongsubj,lucid,positive
strongsubj,lucidly,positive
strongsubj,luck,positive
strongsubj,luckier,positive
strongsubj,luckier,positive
strongsubj,luckiest,positive
strongsubj,luckily,positive
strongsubj,luckiness,positive
strongsubj,lucky,positive
strongsubj,lucky,positive
weaksubj,lucrative,positive
weaksubj,lucrative,positive
strongsubj,ludicrous,negative
strongsubj,ludicrously,negative
strongsubj,lugubrious,negative
strongsubj,lukewarm,negative
weaksubj,lull,negative
weaksubj,luminous,positive
strongsubj,lunatic,negative
strongsubj,lunatic,negative
strongsubj,lunaticism,negative
strongsubj,lurch,negative
strongsubj,lure,negative
strongsubj,lurid,negative
strongsubj,lurk,negative
strongsubj,lurking,negative
strongsubj,lush,positive
strongsubj,lust,both
strongsubj,lure,negative
strongsubj,luster,positive
strongsubj,lustrous,positive
strongsubj,luxuriant,positive
weaksubj,luxuriate,positive
strongsubj,luxurious,positive
strongsubj,luxuriously,positive
strongsubj,luxury,positive
strongsubj,luxury,positive
strongsubj,lying,negative
strongsubj,lyrical,positive
strongsubj,macabre,negative
strongsubj,mad,negative
strongsubj,madden,negative
strongsubj,maddening,negative
strongsubj,maddeningly,negative
strongsubj,madder,negative
strongsubj,madder,negative
strongsubj,madly,negative
strongsubj,madman,negative
strongsubj,madness,negative
strongsubj,magic,positive
strongsubj,magical,positive
strongsubj,magnanimous,positive
strongsubj,magnanimously,positive
weaksubj,magnetic,positive
strongsubj,magnificence,positive
strongsubj,magnificent,positive
strongsubj,magnificent,positive
strongsubj,magnificently,positive
weaksubj,magnify,positive
strongsubj,majestic,positive
strongsubj,majesty,positive
weaksubj,major,neutral
strongsubj,maladjusted,negative
strongsubj,maladjustment,negative
weaksubj,malady,negative
weaksubj,malaise,negative
strongsubj,malcontent,negative
strongsubj,malcontent,negative
strongsubj,malcontented,negative
strongsubj,maledict,negative
strongsubj,maledict,negative
strongsubj,malevolence,negative
strongsubj,malevolent,negative
strongsubj,malevolently,negative
strongsubj,malice,negative
strongsubj,malicious,negative
strongsubj,maliciously,negative
strongsubj,maliciousness,negative
strongsubj,malign,negative
strongsubj,malign,negative
weaksubj,malignant,negative
strongsubj,malodorous,negative
strongsubj,maltreatment,negative
strongsubj,maltreatment,negative
weaksubj,manageable,positive
weaksubj,maneuver,negative
weaksubj,maneuver,negative
strongsubj,mangle,negative
strongsubj,mania,negative
strongsubj,maniac,negative
strongsubj,maniacal,negative
strongsubj,manic,negative
strongsubj,manifest,positive
weaksubj,manipulate,negative
weaksubj,manipulation,negative
weaksubj,manipulation,negative
strongsubj,manipulative,negative
strongsubj,manipulators,negative
strongsubj,manipulators,negative
strongsubj,manly,positive
strongsubj,mannerly,positive
strongsubj,mantra,neutral
strongsubj,mantra,neutral
strongsubj,mar,negative
strongsubj,mar,negative
weaksubj,marginal,negative
weaksubj,marginally,negative
strongsubj,martyrdom,negative
strongsubj,martyrdom-seeking,negative
strongsubj,marvel,positive
strongsubj,marvel,positive
strongsubj,marvellous,positive
strongsubj,marvelous,positive
strongsubj,marvelous,positive
strongsubj,marvelously,positive
strongsubj,marvelousness,positive
strongsubj,marvels,positive
strongsubj,massacre,negative
strongsubj,massacre,negative
strongsubj,massacres,negative
weaksubj,massive,neutral
strongsubj,master,positive
strongsubj,master,positive
strongsubj,masterful,positive
strongsubj,masterfully,positive
strongsubj,masterpiece,positive
strongsubj,masterpieces,positive
strongsubj,masters,positive
strongsubj,masters,positive
strongsubj,mastery,positive
strongsubj,matchless,positive
weaksubj,matter,neutral
weaksubj,mature,positive
weaksubj,maturely,positive
weaksubj,maturity,positive
strongsubj,maverick,negative
strongsubj,mawkish,negative
strongsubj,mawkishly,negative
strongsubj,mawkishness,negative
strongsubj,maxi-devaluation,negative
strongsubj,maxi-devaluation,negative
strongsubj,maximize,positive
strongsubj,maybe,neutral
strongsubj,meager,negative
strongsubj,mean,negative
weaksubj,mean,neutral
strongsubj,meaningful,positive
strongsubj,meaningless,negative
strongsubj,meanness,negative
strongsubj,meddle,negative
strongsubj,meddlesome,negative
strongsubj,mediocre,negative
strongsubj,mediocrity,negative
strongsubj,meek,positive
strongsubj,melancholy,negative
strongsubj,mellow,positive
strongsubj,melodramatic,negative
strongsubj,melodramatically,negative
strongsubj,memorable,positive
strongsubj,memorialize,positive
weaksubj,memories,neutral
weaksubj,memories,neutral
strongsubj,menace,negative
strongsubj,menace,negative
strongsubj,menacing,negative
strongsubj,menacingly,negative
weaksubj,mend,positive
strongsubj,mendacious,negative
strongsubj,mendacity,negative
weaksubj,menial,negative
strongsubj,mentality,neutral
weaksubj,mentor,positive
strongsubj,merciful,positive
strongsubj,mercifully,positive
strongsubj,merciless,negative
strongsubj,mercilessly,negative
strongsubj,mercy,positive
strongsubj,mercy,positive
strongsubj,mere,negative
strongsubj,mere,negative
strongsubj,merely,negative
strongsubj,merit,positive
strongsubj,merit,positive
strongsubj,meritorious,positive
strongsubj,merrily,positive
strongsubj,merriment,positive
strongsubj,merriness,positive
strongsubj,merry,positive
strongsubj,mesmerize,positive
strongsubj,mesmerizing,positive
strongsubj,mesmerizing,positive
strongsubj,mesmerizingly,positive
strongsubj,mess,negative
strongsubj,mess,negative
weaksubj,messy,negative
strongsubj,metaphorize,neutral
weaksubj,meticulous,positive
weaksubj,meticulously,positive
strongsubj,midget,negative
strongsubj,midget,negative
weaksubj,miff,negative
weaksubj,might,neutral
strongsubj,might,positive
strongsubj,mightily,positive
strongsubj,mighty,positive
weaksubj,mild,positive
strongsubj,militancy,negative
strongsubj,militancy,negative
weaksubj,mind,negative
strongsubj,mindful,positive
strongsubj,mindless,negative
strongsubj,mindlessly,negative
weaksubj,minister,positive
weaksubj,minor,neutral
strongsubj,miracle,positive
strongsubj,miracles,positive
strongsubj,miraculous,positive
strongsubj,miraculously,positive
strongsubj,miraculousness,positive
strongsubj,mirage,negative
strongsubj,mirage,negative
strongsubj,mire,negative
strongsubj,mire,negative
strongsubj,mirth,positive
weaksubj,misapprehend,negative
strongsubj,misbecoming,negative
strongsubj,misbecome,negative
strongsubj,misbegotten,negative
strongsubj,misbehave,negative
strongsubj,misbehavior,negative
weaksubj,miscalculate,negative
weaksubj,miscalculation,negative
weaksubj,miscalculation,negative
strongsubj,mischief,negative
strongsubj,mischief,negative
strongsubj,mischievous,negative
strongsubj,mischievously,negative
strongsubj,misconception,negative
strongsubj,misconceptions,negative
strongsubj,misconceptions,negative
strongsubj,miscreant,negative
strongsubj,miscreants,negative
strongsubj,misdirection,negative
strongsubj,miser,negative
strongsubj,miserly,negative
strongsubj,miserable,negative
strongsubj,miserableness,negative
strongsubj,miserably,negative
strongsubj,miseries,negative
strongsubj,misery,negative
strongsubj,misery,negative
strongsubj,misfit,negative
strongsubj,misfortune,negative
strongsubj,misgiving,negative
strongsubj,misgivings,negative
strongsubj,misguidance,negative
strongsubj,misguide,negative
strongsubj,misguided,negative
strongsubj,mishandle,negative
strongsubj,mishap,negative
strongsubj,misinform,negative
strongsubj,misinformed,negative
strongsubj,misinterpret,negative
strongsubj,misjudge,negative
strongsubj,misjudgment,negative
strongsubj,mislead,negative
strongsubj,mislead,negative
strongsubj,misleading,negative
strongsubj,misleadingly,negative
strongsubj,mislike,negative
strongsubj,mismanage,negative
strongsubj,misread,negative
strongsubj,misreading,negative
strongsubj,misreading,negative
strongsubj,misrepresent,negative
strongsubj,misrepresentation,negative
weaksubj,miss,negative
strongsubj,misstatement,negative
strongsubj,mistake,negative
strongsubj,mistake,negative
strongsubj,mistaken,negative
strongsubj,mistakenly,negative
strongsubj,mistakes,negative
strongsubj,mistakes,negative
strongsubj,mistrust,negative
strongsubj,mistrust,negative
strongsubj,mistrustful,negative
strongsubj,mistrustfully,negative
strongsubj,misunderstand,negative
strongsubj,misunderstood,negative
strongsubj,misunderstanding,negative
strongsubj,misunderstanding,negative
strongsubj,misunderstanding,negative
strongsubj,misunderstandings,negative
strongsubj,misunderstandings,negative
strongsubj,misuse,negative
strongsubj,mm,neutral
strongsubj,moan,negative
strongsubj,mock,negative
strongsubj,mock,negative
strongsubj,mockeries,negative
strongsubj,mockery,negative
strongsubj,mocking,negative
strongsubj,mockingly,negative
strongsubj,moderate,positive
strongsubj,moderation,positive
strongsubj,moderation,positive
weaksubj,modern,positive
weaksubj,modest,positive
weaksubj,modesty,positive
strongsubj,molest,negative
strongsubj,molestation,negative
strongsubj,mollify,positive
strongsubj,momentous,positive
strongsubj,monotonous,negative
strongsubj,monotony,negative
strongsubj,monster,negative
strongsubj,monstrosities,negative
strongsubj,monstrosity,negative
strongsubj,monstrous,negative
strongsubj,monstrously,negative
strongsubj,monumental,positive
strongsubj,monumentally,positive
strongsubj,moody,negative
weaksubj,moon,negative
weaksubj,moot,negative
weaksubj,mope,negative
strongsubj,moral,positive
strongsubj,moral,positive
strongsubj,morality,positive
strongsubj,moralize,positive
strongsubj,morbid,negative
strongsubj,morbidly,negative
strongsubj,mordant,negative
strongsubj,mordantly,negative
strongsubj,moreover,neutral
strongsubj,moribund,negative
strongsubj,mortification,negative
strongsubj,mortified,negative
strongsubj,mortify,negative
strongsubj,mortifying,negative
strongsubj,mortifying,negative
weaksubj,most,neutral
weaksubj,mostly,neutral
weaksubj,motionless,negative
strongsubj,motivate,positive
strongsubj,motivated,positive
strongsubj,motivation,positive
strongsubj,motivation,positive
weaksubj,motive,neutral
weaksubj,motive,neutral
strongsubj,motley,negative
strongsubj,mourn,negative
strongsubj,mourner,negative
strongsubj,mournful,negative
strongsubj,mournfully,negative
weaksubj,move,neutral
strongsubj,moving,positive
weaksubj,much,neutral
weaksubj,muddle,negative
weaksubj,muddy,negative
strongsubj,mudslinger,negative
strongsubj,mudslinging,negative
strongsubj,mulish,negative
strongsubj,multi-polarization,negative
strongsubj,multi-polarization,negative
strongsubj,mum,neutral
strongsubj,mundane,negative
weaksubj,murder,negative
weaksubj,murder,negative
weaksubj,murderous,negative
weaksubj,murderously,negative
weaksubj,murky,negative
strongsubj,muscle-flexing,negative
strongsubj,must,neutral
weaksubj,myriad,positive
strongsubj,mysterious,negative
strongsubj,mysteriously,negative
strongsubj,mystery,negative
weaksubj,mystify,negative
weaksubj,mistified,negative
strongsubj,myth,negative
strongsubj,myth,negative
strongsubj,nag,negative
strongsubj,nagging,negative
strongsubj,naive,negative
strongsubj,naively,negative
weaksubj,nap,neutral
weaksubj,nap,neutral
weaksubj,narrow,negative
strongsubj,narrower,negative
strongsubj,narrower,negative
weaksubj,nascent,neutral
strongsubj,nastily,negative
strongsubj,nastiness,negative
strongsubj,nasty,negative
strongsubj,nationalism,negative
strongsubj,nationalism,negative
weaksubj,natural,positive
weaksubj,naturally,positive
weaksubj,nature,neutral
weaksubj,nature,neutral
strongsubj,naughty,negative
weaksubj,nauseate,negative
strongsubj,nauseating,negative
strongsubj,nauseatingly,negative
weaksubj,navigable,positive
weaksubj,neat,positive
weaksubj,neatly,positive
strongsubj,nebulous,negative
strongsubj,nebulous,negative
strongsubj,nebulously,negative
weaksubj,necessarily,positive
weaksubj,necessary,positive
weaksubj,need,negative
weaksubj,need,negative
strongsubj,need,neutral
strongsubj,needful,neutral
strongsubj,needful,neutral
strongsubj,needfully,neutral
weaksubj,needless,negative
weaksubj,needlessly,negative
weaksubj,needs,neutral
weaksubj,needs,neutral
weaksubj,needy,negative
strongsubj,nefarious,negative
strongsubj,nefariously,negative
weaksubj,negate,negative
weaksubj,negation,negative
weaksubj,negative,negative
strongsubj,neglect,negative
strongsubj,neglect,negative
strongsubj,neglected,negative
strongsubj,negligent,negative
strongsubj,negligence,negative
weaksubj,negligible,negative
strongsubj,nemesis,negative
weaksubj,nettle,negative
strongsubj,nettlesome,negative
strongsubj,nevertheless,neutral
strongsubj,nervous,negative
strongsubj,nervously,negative
strongsubj,nervousness,negative
strongsubj,neurotic,negative
strongsubj,neurotically,negative
weaksubj,neutralize,positive
strongsubj,nice,positive
strongsubj,nicely,positive
strongsubj,nifty,positive
weaksubj,niggle,negative
strongsubj,nightmare,negative
strongsubj,nightmarish,negative
strongsubj,nightmarishly,negative
strongsubj,nimble,positive
strongsubj,nix,negative
strongsubj,noble,positive
strongsubj,nobly,positive
weaksubj,noisy,negative
strongsubj,non-confidence,negative
strongsubj,non-confidence,negative
weaksubj,non-violence,positive
weaksubj,non-violent,positive
weaksubj,nonexistent,negative
strongsubj,nonsense,negative
weaksubj,nonviolent,neutral
weaksubj,normal,positive
strongsubj,nosey,negative
strongsubj,notable,positive
strongsubj,notable,positive
strongsubj,notably,positive
strongsubj,noteworthy,positive
strongsubj,noteworthy,positive
weaksubj,noticeable,positive
weaksubj,notion,neutral
weaksubj,notion,neutral
strongsubj,notorious,negative
strongsubj,notoriously,negative
strongsubj,novel,positive
weaksubj,nourish,positive
weaksubj,nourishing,positive
weaksubj,nourishment,positive
strongsubj,nuance,neutral
strongsubj,nuance,neutral
strongsubj,nuances,neutral
strongsubj,nuances,neutral
strongsubj,nuisance,negative
strongsubj,nuisance,negative
weaksubj,numb,negative
strongsubj,nurture,positive
strongsubj,nurturing,positive
strongsubj,nurturing,positive
strongsubj,oasis,positive
strongsubj,obedience,positive
strongsubj,obedient,positive
strongsubj,obediently,positive
strongsubj,obey,positive
strongsubj,obese,negative
strongsubj,obese,negative
strongsubj,object,negative
strongsubj,objection,negative
strongsubj,objection,negative
strongsubj,objectionable,negative
strongsubj,objections,negative
strongsubj,objections,negative
weaksubj,objective,positive
weaksubj,objectively,positive
weaksubj,obligation,neutral
weaksubj,obligation,neutral
strongsubj,obliged,positive
weaksubj,oblique,negative
strongsubj,obliterate,negative
strongsubj,obliterated,negative
strongsubj,oblivious,negative
strongsubj,oblivious,negative
strongsubj,obnoxious,negative
strongsubj,obnoxiously,negative
strongsubj,obscene,negative
strongsubj,obscenely,negative
strongsubj,obscenity,negative
weaksubj,obscure,negative
strongsubj,obscure,negative
strongsubj,obscurity,negative
strongsubj,obsess,negative
strongsubj,obsession,negative
strongsubj,obsessions,negative
strongsubj,obsessive,negative
strongsubj,obsessively,negative
strongsubj,obsessiveness,negative
weaksubj,obsolete,negative
strongsubj,obstacle,negative
strongsubj,obstacle,negative
strongsubj,obstinate,negative
strongsubj,obstinately,negative
weaksubj,obstruct,negative
weaksubj,obstruction,negative
strongsubj,obtrusive,negative
strongsubj,obtuse,negative
strongsubj,obviate,positive
weaksubj,obvious,neutral
weaksubj,obvious,neutral
weaksubj,obvious,neutral
strongsubj,obviously,negative
weaksubj,odd,negative
weaksubj,odd,negative
strongsubj,odder,negative
strongsubj,oddest,negative
strongsubj,oddities,negative
strongsubj,oddities,negative
strongsubj,oddity,negative
strongsubj,oddly,negative
strongsubj,offbeat,positive
weaksubj,offence,negative
weaksubj,offence,negative
strongsubj,offend,negative
strongsubj,offend,negative
strongsubj,offending,negative
strongsubj,offenses,negative
strongsubj,offenses,negative
weaksubj,offensive,negative
weaksubj,offensive,negative
weaksubj,offensive,negative
strongsubj,offensively,negative
strongsubj,offensiveness,negative
strongsubj,officious,negative
weaksubj,offset,positive
strongsubj,oh,neutral
weaksubj,okay,positive
strongsubj,okay,positive
weaksubj,olympic,neutral
strongsubj,ominous,negative
strongsubj,ominously,negative
weaksubj,omission,negative
weaksubj,omit,negative
strongsubj,one-side,negative
strongsubj,one-sided,negative
strongsubj,onerous,negative
strongsubj,onerously,negative
weaksubj,onslaught,negative
weaksubj,onslaught,negative
weaksubj,onward,positive
weaksubj,onward,positive
weaksubj,open,positive
weaksubj,openly,positive
weaksubj,open-ended,neutral
weaksubj,openness,positive
weaksubj,openness,positive
strongsubj,opinion,neutral
strongsubj,opinion,neutral
strongsubj,opinionated,negative
strongsubj,opinions,neutral
